judul,narasi,clear,token_komen,freq_words,stemmed_komen,polarity_score,polarity,score
: Hati -hati Panggilan Telpon Nomor Tidak Dikenal !!,Hati -hati Panggilan Telpon Nomor Tidak Dikenal !!,hati hati panggilan telpon nomor dikenal,"['hati', 'hati', 'panggilan', 'telpon', 'nomor', 'dikenal']",<FreqDist with 5 samples and 6 outcomes>,"['hati', 'hati', 'panggil', 'telpon', 'nomor', 'kenal']",0,neutral,0
Larangan anti-miras di Minimarket ditiadakan oleh rezim Jokowi paska Gobel,"Pada 16 April lalu, Menteri Perdagangan Rachmat Gobel memberlakukan kebijakan larangan penjualan minuman beralkohol alias minuman keras di minimarket seluruh Indonesia. Namun, larangan yang tertuang dalam Peraturan Menteri Perdagangan (Permendag) Nomor 06/M-DAG/PER/1/2015 tentang Pengendalian dan Pengawasan terhadap Pengadaan, Peredaran, dan Penjualan Minuman Beralkohol itu kini akan diubah.",april lalu menteri perdagangan rachmat gobel memberlakukan kebijakan larangan penjualan minuman beralkohol alias minuman keras minimarket seluruh indonesia larangan tertuang peraturan menteri perdagangan permendag nomor mdagper pengendalian pengawasan pengadaan peredaran penjualan minuman beralkohol kini diubah,"['april', 'lalu', 'menteri', 'perdagangan', 'rachmat', 'gobel', 'memberlakukan', 'kebijakan', 'larangan', 'penjualan', 'minuman', 'beralkohol', 'alias', 'minuman', 'keras', 'minimarket', 'seluruh', 'indonesia', 'larangan', 'tertuang', 'peraturan', 'menteri', 'perdagangan', 'permendag', 'nomor', 'mdagper', 'pengendalian', 'pengawasan', 'pengadaan', 'peredaran', 'penjualan', 'minuman', 'beralkohol', 'kini', 'diubah']",<FreqDist with 28 samples and 35 outcomes>,"['april', 'lalu', 'menteri', 'dagang', 'rachmat', 'gobel', 'laku', 'bijak', 'larang', 'jual', 'minum', 'alkohol', 'alias', 'minum', 'keras', 'minimarket', 'seluruh', 'indonesia', 'larang', 'tuang', 'atur', 'menteri', 'dagang', 'permendag', 'nomor', 'mdagper', 'kendali', 'awas', 'ada', 'edar', 'jual', 'minum', 'alkohol', 'kini', 'ubah']",9,positive,1
Corona adalah hoaks,CORONA IS A HOAX,corona is a hoax,"['corona', 'is', 'a', 'hoax']",<FreqDist with 4 samples and 4 outcomes>,"['corona', 'is', 'a', 'hoax']",-5,negative,-1
Kapal Kargo Pengangkut Kadrun tenggelam di Laut China Selatan,"Kapal Kargo dari Indonesia tujuan ke China dilaporkan tenggelam di Laut China Selatan pada Sabtu malam pukul 22:00 waktu setempat akibat kebocoran lambung Kapal. Kapal tersebut mengangkut Kadrun tujuan China dengan tujuan sebagai objek percobaan Vaksin Covid-19, dimana harga monyet di China sangat mahal sementara harga Kadrun bisa 10 kali lebih murah dari harga monyet. Sampai saat ini masih dalam penyelidikan Otoritas Tiongkok mengenai sebab kecelakaan fatal tersebut.",kapal kargo indonesia tujuan dilaporkan tenggelam laut selatan sabtu malam pukul waktu setempat akibat kebocoran lambung kapal kapal tersebut mengangkut kadrun tujuan china dengan tujuan objek percobaan vaksin covid harga monyet china sangat mahal harga kadrun kali lebih murah harga monyet saat masih penyelidikan otoritas tiongkok mengenai kecelakaan fatal tersebut,"['kapal', 'kargo', 'indonesia', 'tujuan', 'dilaporkan', 'tenggelam', 'laut', 'selatan', 'sabtu', 'malam', 'pukul', 'waktu', 'setempat', 'akibat', 'kebocoran', 'lambung', 'kapal', 'kapal', 'tersebut', 'mengangkut', 'kadrun', 'tujuan', 'china', 'dengan', 'tujuan', 'objek', 'percobaan', 'vaksin', 'covid', 'harga', 'monyet', 'china', 'sangat', 'mahal', 'harga', 'kadrun', 'kali', 'lebih', 'murah', 'harga', 'monyet', 'saat', 'masih', 'penyelidikan', 'otoritas', 'tiongkok', 'mengenai', 'kecelakaan', 'fatal', 'tersebut']",<FreqDist with 40 samples and 50 outcomes>,"['kapal', 'kargo', 'indonesia', 'tuju', 'lapor', 'tenggelam', 'laut', 'selatan', 'sabtu', 'malam', 'pukul', 'waktu', 'tempat', 'akibat', 'bocor', 'lambung', 'kapal', 'kapal', 'sebut', 'angkut', 'kadrun', 'tuju', 'china', 'dengan', 'tuju', 'objek', 'coba', 'vaksin', 'covid', 'harga', 'monyet', 'china', 'sangat', 'mahal', 'harga', 'kadrun', 'kali', 'lebih', 'murah', 'harga', 'monyet', 'saat', 'masih', 'lidi', 'otoritas', 'tiongkok', 'kena', 'celaka', 'fatal', 'sebut']",-24,negative,-1
Foto Gubernur Anies sedang Makan dengan Sekumpulan Orang Jawa Tulen,"Terlihat sekumpulan orang Jawa tulen yang sedang menyantap kuliner khas Jawa, berupa nasi samin, kebab, buaya panggang, dan minumannya tentu fifis onta segar.. Percakapan dari mereka pun memakai bahasa Jawa halus alias kromo inggil pula..Seperti, ana, akhi, antum, afwan, dan lain lain.. Hmmm, sungguh mengagumkan sekali bukan? Nb : Seng wani protes PKI.. Opo kowe Bong? ,",terlihat sekumpulan orang jawa tulen sedang menyantap kuliner khas jawa berupa nasi samin kebab buaya panggang minumannya fifis onta segar percakapan mereka memakai bahasa jawa halus alias kromo inggil pulaseperti ana akhi antum afwan lain hmmm sungguh mengagumkan sekali bukan nb seng wani protes pki opo kowe bong,"['terlihat', 'sekumpulan', 'orang', 'jawa', 'tulen', 'sedang', 'menyantap', 'kuliner', 'khas', 'jawa', 'berupa', 'nasi', 'samin', 'kebab', 'buaya', 'panggang', 'minumannya', 'fifis', 'onta', 'segar', 'percakapan', 'mereka', 'memakai', 'bahasa', 'jawa', 'halus', 'alias', 'kromo', 'inggil', 'pulaseperti', 'ana', 'akhi', 'antum', 'afwan', 'lain', 'hmmm', 'sungguh', 'mengagumkan', 'sekali', 'bukan', 'nb', 'seng', 'wani', 'protes', 'pki', 'opo', 'kowe', 'bong']",<FreqDist with 46 samples and 48 outcomes>,"['lihat', 'kumpul', 'orang', 'jawa', 'tulen', 'sedang', 'santap', 'kuliner', 'khas', 'jawa', 'upa', 'nasi', 'samin', 'kebab', 'buaya', 'panggang', 'minum', 'fifis', 'onta', 'segar', 'cakap', 'mereka', 'pakai', 'bahasa', 'jawa', 'halus', 'alias', 'kromo', 'inggil', 'pulaseperti', 'ana', 'akh', 'antum', 'afwan', 'lain', 'hmmm', 'sungguh', 'kagum', 'sekali', 'bukan', 'nb', 'seng', 'wani', 'protes', 'pki', 'opo', 'kowe', 'bong']",-5,negative,-1
Mulan Jameela Undur Diri dari DPR RI,Nah Mundur lebih terhormat daripada di pecat !! Hayo yang lain Monggo mengundurkan diri saja kalau merasa tidak sanggup dan tidak becus kerjanya ..!!!,nah mundur lebih terhormat di pecat hayo lain monggo mengundurkan diri kalau merasa sanggup tidak becus kerjanya,"['nah', 'mundur', 'lebih', 'terhormat', 'di', 'pecat', 'hayo', 'lain', 'monggo', 'mengundurkan', 'diri', 'kalau', 'merasa', 'sanggup', 'tidak', 'becus', 'kerjanya']",<FreqDist with 17 samples and 17 outcomes>,"['nah', 'mundur', 'lebih', 'hormat', 'di', 'pecat', 'hayo', 'lain', 'monggo', 'undur', 'diri', 'kalau', 'rasa', 'sanggup', 'tidak', 'becus', 'kerja']",-11,negative,-1
"Video FKPPI dari Bandung sudah berkumpul di Monas, siap siaga apabila RUU HIP di-syahkan oleh DPR","*FKPPI dari Bandung sudah berkumpul di Monas, siap siaga segala kemungkinan terjadi apabila RUU HIP di-syahkan oleh DPR.* *Revolusi jihad mati syahid atau hidup mulia, bela negara dari ancaman Komunisme..!*”",fkppi bandung berkumpul monas siap siaga segala kemungkinan terjadi apabila ruu hip disyahkan dpr revolusi jihad mati syahid hidup mulia bela negara ancaman komunisme ”,"['fkppi', 'bandung', 'berkumpul', 'monas', 'siap', 'siaga', 'segala', 'kemungkinan', 'terjadi', 'apabila', 'ruu', 'hip', 'disyahkan', 'dpr', 'revolusi', 'jihad', 'mati', 'syahid', 'hidup', 'mulia', 'bela', 'negara', 'ancaman', 'komunisme', '”']",<FreqDist with 25 samples and 25 outcomes>,"['fkppi', 'bandung', 'kumpul', 'monas', 'siap', 'siaga', 'segala', 'mungkin', 'jadi', 'apabila', 'ruu', 'hip', 'syah', 'dpr', 'revolusi', 'jihad', 'mati', 'syahid', 'hidup', 'mulia', 'bela', 'negara', 'ancam', 'komunisme', '']",-2,negative,-1
30 Pembantu Baru Positif Corona di Penjaringan,Pembantu yang baru datang 30 Orang di tes semuanya positif Corona,pembantu baru datang orang tes semuanya positif corona,"['pembantu', 'baru', 'datang', 'orang', 'tes', 'semuanya', 'positif', 'corona']",<FreqDist with 8 samples and 8 outcomes>,"['bantu', 'baru', 'datang', 'orang', 'tes', 'semua', 'positif', 'corona']",-3,negative,-1
Foto SUDJIATMI DISIKSA DI ALAM BARZAKH,"SUDJIATMI DISIKSA DI ALAM BARZAKH Hj. Sudjiatmi ( Ibu Presiden Jokowi) Tersiksa di alam kubur secara sadis, secara brutal dan sangat kejam. Tanpa ampunan. Disaat tgl. 25 april 2020 bulan lalu Jenazah H. Sudjiatmi di semayamkan ke alam kubur, entah tiba2 hanya seorang yang belum beranjak dari makamnya. Beliau ternyata Presiden Joko Widodo.",sudjiatmi disiksa alam barzakh hj sudjiatmi ibu presiden jokowi tersiksa alam kubur sadis brutal sangat kejam ampunan disaat tgl april bulan lalu jenazah h sudjiatmi semayamkan alam kubur entah tiba seorang belum beranjak makamnya beliau ternyata presiden joko widodo,"['sudjiatmi', 'disiksa', 'alam', 'barzakh', 'hj', 'sudjiatmi', 'ibu', 'presiden', 'jokowi', 'tersiksa', 'alam', 'kubur', 'sadis', 'brutal', 'sangat', 'kejam', 'ampunan', 'disaat', 'tgl', 'april', 'bulan', 'lalu', 'jenazah', 'h', 'sudjiatmi', 'semayamkan', 'alam', 'kubur', 'entah', 'tiba', 'seorang', 'belum', 'beranjak', 'makamnya', 'beliau', 'ternyata', 'presiden', 'joko', 'widodo']",<FreqDist with 33 samples and 39 outcomes>,"['sudjiatmi', 'siksa', 'alam', 'barzakh', 'hj', 'sudjiatmi', 'ibu', 'presiden', 'jokowi', 'siksa', 'alam', 'kubur', 'sadis', 'brutal', 'sangat', 'kejam', 'ampun', 'saat', 'tgl', 'april', 'bulan', 'lalu', 'jenazah', 'h', 'sudjiatmi', 'semayam', 'alam', 'kubur', 'entah', 'tiba', 'orang', 'belum', 'anjak', 'makam', 'beliau', 'nyata', 'presiden', 'joko', 'widodo']",-24,negative,-1
Berdamai dengan Corona yang Dimaksud Jokowi adalah Pemerintah Telah Kalah dan Menyerah,"ASTAGHFIRULLAH, KEMARIN “BERSAMA KITA LAWAN VIRUS CORONA” SEKARANG “AYO KITA BERDAMAI DNGN VIRUS CORONA” ARTINYA PEMERINTAH TELAH KALAH DAN MENGIBARKAN BENDERA PUTIH TANDA MENYERAH.”",astaghfirullah kemarin “ bersama lawan virus corona ” sekarang “ ayo berdamai dngn virus corona ” artinya pemerintah kalah mengibarkan bendera putih tanda menyerah ”,"['astaghfirullah', 'kemarin', '“', 'bersama', 'lawan', 'virus', 'corona', '”', 'sekarang', '“', 'ayo', 'berdamai', 'dngn', 'virus', 'corona', '”', 'artinya', 'pemerintah', 'kalah', 'mengibarkan', 'bendera', 'putih', 'tanda', 'menyerah', '”']",<FreqDist with 20 samples and 25 outcomes>,"['astaghfirullah', 'kemarin', '', 'sama', 'lawan', 'virus', 'corona', '', 'sekarang', '', 'ayo', 'damai', 'dngn', 'virus', 'corona', '', 'arti', 'perintah', 'kalah', 'kibar', 'bendera', 'putih', 'tanda', 'serah', '']",-16,negative,-1
Penerima Stiker pada Pesan Whatsapp Dikenakan Sejumlah Biaya,"Tahukah teman2 ku di group ini… Kenapa menggunakan stiker, menguntungkan pembuat nya,, Setiap stiker atau gambar yg saudaraku krmkan di wa ini pembayarannya dibebankan kpd yg menerima Rp.250,-.",tahukah teman ku group ini… menggunakan stiker menguntungkan pembuat setiap stiker gambar saudaraku krmkan wa pembayarannya dibebankan kpd menerima rp,"['tahukah', 'teman', 'ku', 'group', 'ini…', 'menggunakan', 'stiker', 'menguntungkan', 'pembuat', 'setiap', 'stiker', 'gambar', 'saudaraku', 'krmkan', 'wa', 'pembayarannya', 'dibebankan', 'kpd', 'menerima', 'rp']",<FreqDist with 19 samples and 20 outcomes>,"['tahu', 'teman', 'ku', 'group', 'ini', 'guna', 'stiker', 'untung', 'buat', 'tiap', 'stiker', 'gambar', 'saudara', 'krmkan', 'wa', 'bayar', 'beban', 'kpd', 'terima', 'rp']",2,positive,1
Foto  Mahfud MD Mengaku Mirip Ashraf Ingin Nikahi BCL,Mengaku Mirip Ashraf Pria ini Ingin Nikahi BCL,mengaku mirip ashraf pria ingin nikahi bcl,"['mengaku', 'mirip', 'ashraf', 'pria', 'ingin', 'nikahi', 'bcl']",<FreqDist with 7 samples and 7 outcomes>,"['aku', 'mirip', 'ashraf', 'pria', 'ingin', 'nikah', 'bcl']",-1,negative,-1
"Telah diculik Umur anak 5 bulan, Kejadian d Angkot lebak bulus parung Ibunda si bayi dihipnotis","Telah diculik Keponakan Dari ibu yulianah
 Umur anak 5 bulan
 Jenis kelamin perempuan
 Kejadian d Angkot lebak bulus parung
 Ibunda si bayi dihipnotis d Angkot, Diturunkan di pondok cabe oleh pelaku.penculikan
 Kejadian Hari sabtu 29feb 2020 sekitar jam 16.00",diculik keponakan ibu yulianah umur anak bulan jenis kelamin perempuan kejadian angkot lebak bulus parung ibunda si bayi dihipnotis angkot diturunkan pondok cabe pelakupenculikan kejadian hari sabtu feb jam,"['diculik', 'keponakan', 'ibu', 'yulianah', 'umur', 'anak', 'bulan', 'jenis', 'kelamin', 'perempuan', 'kejadian', 'angkot', 'lebak', 'bulus', 'parung', 'ibunda', 'si', 'bayi', 'dihipnotis', 'angkot', 'diturunkan', 'pondok', 'cabe', 'pelakupenculikan', 'kejadian', 'hari', 'sabtu', 'feb', 'jam']",<FreqDist with 27 samples and 29 outcomes>,"['culik', 'keponakan', 'ibu', 'yulianah', 'umur', 'anak', 'bulan', 'jenis', 'kelamin', 'perempuan', 'jadi', 'angkot', 'lebak', 'bulus', 'parung', 'ibunda', 'si', 'bayi', 'hipnotis', 'angkot', 'turun', 'pondok', 'cabe', 'pelakupenculikan', 'jadi', 'hari', 'sabtu', 'feb', 'jam']",-17,negative,-1
Virus Corona Sudah Sampai di Apartemen Taman Anggrek,"Dapet Info dari Client, Virus Corona udah sampe sini. di Apartement TA udah ada org wuhan yg kena tp management tutup2i. Supaya mall bs beroperasi dan mrk ga rugi. barusan bgt dpt info dr client saya yg suaminya org cina, mrk ada komunitas org cina di indo dan mrk kasih tau utk jauhi apartement TA dan sekitarnya",dapet info client virus corona udah sampe sini apartement ta udah org wuhan kena tp management tutupi mall bs beroperasi mrk rugi barusan dpt info client yg suaminya org cina mrk komunitas org cina indo mrk kasih tau utk jauhi apartement ta sekitarnya,"['dapet', 'info', 'client', 'virus', 'corona', 'udah', 'sampe', 'sini', 'apartement', 'ta', 'udah', 'org', 'wuhan', 'kena', 'tp', 'management', 'tutupi', 'mall', 'bs', 'beroperasi', 'mrk', 'rugi', 'barusan', 'dpt', 'info', 'client', 'yg', 'suaminya', 'org', 'cina', 'mrk', 'komunitas', 'org', 'cina', 'indo', 'mrk', 'kasih', 'tau', 'utk', 'jauhi', 'apartement', 'ta', 'sekitarnya']",<FreqDist with 33 samples and 43 outcomes>,"['dapet', 'info', 'client', 'virus', 'corona', 'udah', 'sampe', 'sini', 'apartement', 'ta', 'udah', 'org', 'wuhan', 'kena', 'tp', 'management', 'tutup', 'mall', 'bs', 'operasi', 'mrk', 'rugi', 'barusan', 'dpt', 'info', 'client', 'yg', 'suami', 'org', 'cina', 'mrk', 'komunitas', 'org', 'cina', 'indo', 'mrk', 'kasih', 'tau', 'utk', 'jauh', 'apartement', 'ta', 'sekitar']",-28,negative,-1
Presiden Cina Xi Jinping Mengunjungi Masjid dan Meminta Umat Islam Berdoa Untuk Negeri yang Sedang Dilanda Krisis,Presiden Cina xi jinping mengunjungi masjid dan meminta umat Islam untuk berdoa di negara yang sedang dilanda krisis ini. Kami membutuhkan bantuan Anda.,presiden cina xi jinping mengunjungi masjid meminta umat islam berdoa negara sedang dilanda krisis kami membutuhkan bantuan,"['presiden', 'cina', 'xi', 'jinping', 'mengunjungi', 'masjid', 'meminta', 'umat', 'islam', 'berdoa', 'negara', 'sedang', 'dilanda', 'krisis', 'kami', 'membutuhkan', 'bantuan']",<FreqDist with 17 samples and 17 outcomes>,"['presiden', 'cina', 'xi', 'jinping', 'unjung', 'masjid', 'minta', 'umat', 'islam', 'doa', 'negara', 'sedang', 'landa', 'krisis', 'kami', 'butuh', 'bantu']",11,positive,1
Pesan Berantai Biaya Tilang Baru,"BIAYA tilang terbaru di indonesia: Kapolri baru mantap
 
 1. Tidak ada STNK
 
 Rp. 50,000
 
 2. Tdk bawa SIM
 
 Rp. 25,000
 
 3. Tdk pakai Helm
 
 Rp. 25,000",biaya tilang terbaru indonesia kapolri baru mantap ada stnk rp tdk bawa sim rp tdk pakai helm rp,"['biaya', 'tilang', 'terbaru', 'indonesia', 'kapolri', 'baru', 'mantap', 'ada', 'stnk', 'rp', 'tdk', 'bawa', 'sim', 'rp', 'tdk', 'pakai', 'helm', 'rp']",<FreqDist with 15 samples and 18 outcomes>,"['biaya', 'tilang', 'baru', 'indonesia', 'kapolri', 'baru', 'mantap', 'ada', 'stnk', 'rp', 'tdk', 'bawa', 'sim', 'rp', 'tdk', 'pakai', 'helm', 'rp']",8,positive,1
Video Jokowi Mulai Pucat SBY Ungkap Pelaku Korupsi,‘JOKOWI MULAI PUC4T’ SBY UNGK4P P3L4KU K0rup51 Jiwasraya Diduga Orang Belakang JOKOW1 (HEBOH),‘ jokowi mulai puct ’ sby ungkp plku krup jiwasraya diduga orang belakang jokow heboh,"['‘', 'jokowi', 'mulai', 'puct', '’', 'sby', 'ungkp', 'plku', 'krup', 'jiwasraya', 'diduga', 'orang', 'belakang', 'jokow', 'heboh']",<FreqDist with 15 samples and 15 outcomes>,"['', 'jokowi', 'mulai', 'puct', '', 'sby', 'ungkp', 'plku', 'krup', 'jiwasraya', 'duga', 'orang', 'belakang', 'jokow', 'heboh']",-1,negative,-1
All Jakarta Water Park,PERKENALKAN: ALL JAKARTA WATER PARK,perkenalkan all jakarta water park,"['perkenalkan', 'all', 'jakarta', 'water', 'park']",<FreqDist with 5 samples and 5 outcomes>,"['kenal', 'all', 'jakarta', 'water', 'park']",0,neutral,0
Pergantian Kartu Keluarga Warga DKI Jakarta,"Dinas Dukcapil Jakarta tidak mewajibkan warga Jakarta mengganti KK lamanya dengan tenggat waktu. Imbauan untuk segera memutakhirkan data memang terus didorong pemerintah, terutama input data status pernikahan, golongan darah, dan susunan anggota keluarga.",dinas dukcapil jakarta mewajibkan warga jakarta mengganti kk lamanya tenggat waktu imbauan segera memutakhirkan data memang terus didorong pemerintah terutama input data status pernikahan golongan darah susunan anggota keluarga,"['dinas', 'dukcapil', 'jakarta', 'mewajibkan', 'warga', 'jakarta', 'mengganti', 'kk', 'lamanya', 'tenggat', 'waktu', 'imbauan', 'segera', 'memutakhirkan', 'data', 'memang', 'terus', 'didorong', 'pemerintah', 'terutama', 'input', 'data', 'status', 'pernikahan', 'golongan', 'darah', 'susunan', 'anggota', 'keluarga']",<FreqDist with 27 samples and 29 outcomes>,"['dinas', 'dukcapil', 'jakarta', 'wajib', 'warga', 'jakarta', 'ganti', 'kk', 'lama', 'tenggat', 'waktu', 'imbau', 'segera', 'mutakhir', 'data', 'memang', 'terus', 'dorong', 'perintah', 'utama', 'input', 'data', 'status', 'nikah', 'golong', 'darah', 'susun', 'anggota', 'keluarga']",-1,negative,-1
usus ibunya dimakan oleh Bayi ini,"Bayi ini 11 bln dlm perut ibunya.
 Habis usus ibunya dimakan oleh Bayi ini, kemudian dokter mengoprasi ibunya untuk mengeluarkan Bayi ini… Ketika Bayi ini keluar, dia gigit tangan perawat… Setelah 3 jam si Perawat meninggal, IBU Bayi ini pun meninggal setelah Bayi ini keluar… Bayi ini lahir dgn berat 8 kg, setelah 3 jam bertambah naik beratnya menjadi 13 kg… Bayi ini lahir hari jumat, tidak tahu Allah ingin kasi peringatan apa untuk kita semua… Bayi ni kemudian dibunuh, dokter memberinya suntik mematikan sampai 17 kali baru bayi ini mati… Ini kisah benar-benar terjadi di India… Wallahu A’lam",bayi bln dlm perut ibunya habis usus ibunya dimakan bayi kemudian dokter mengoprasi ibunya mengeluarkan bayi ini… bayi keluar gigit tangan perawat… jam si perawat meninggal ibu bayi pun meninggal bayi keluar… bayi lahir berat kg jam bertambah naik beratnya menjadi kg… bayi lahir hari jumat tahu allah kasi peringatan apa kita semua… bayi ni kemudian dibunuh dokter memberinya suntik mematikan kali baru bayi mati… kisah benarbenar terjadi india… wallahu a ’ lam,"['bayi', 'bln', 'dlm', 'perut', 'ibunya', 'habis', 'usus', 'ibunya', 'dimakan', 'bayi', 'kemudian', 'dokter', 'mengoprasi', 'ibunya', 'mengeluarkan', 'bayi', 'ini…', 'bayi', 'keluar', 'gigit', 'tangan', 'perawat…', 'jam', 'si', 'perawat', 'meninggal', 'ibu', 'bayi', 'pun', 'meninggal', 'bayi', 'keluar…', 'bayi', 'lahir', 'berat', 'kg', 'jam', 'bertambah', 'naik', 'beratnya', 'menjadi', 'kg…', 'bayi', 'lahir', 'hari', 'jumat', 'tahu', 'allah', 'kasi', 'peringatan', 'apa', 'kita', 'semua…', 'bayi', 'ni', 'kemudian', 'dibunuh', 'dokter', 'memberinya', 'suntik', 'mematikan', 'kali', 'baru', 'bayi', 'mati…', 'kisah', 'benarbenar', 'terjadi', 'india…', 'wallahu', 'a', '’', 'lam']",<FreqDist with 57 samples and 73 outcomes>,"['bayi', 'bln', 'dlm', 'perut', 'ibu', 'habis', 'usus', 'ibu', 'makan', 'bayi', 'kemudian', 'dokter', 'mengoprasi', 'ibu', 'keluar', 'bayi', 'ini', 'bayi', 'keluar', 'gigit', 'tangan', 'awat', 'jam', 'si', 'awat', 'tinggal', 'ibu', 'bayi', 'pun', 'tinggal', 'bayi', 'keluar', 'bayi', 'lahir', 'berat', 'kg', 'jam', 'tambah', 'naik', 'berat', 'jadi', 'kg', 'bayi', 'lahir', 'hari', 'jumat', 'tahu', 'allah', 'kasi', 'ingat', 'apa', 'kita', 'semua', 'bayi', 'ni', 'kemudian', 'bunuh', 'dokter', 'beri', 'suntik', 'mati', 'kali', 'baru', 'bayi', 'mati', 'kisah', 'benarbenar', 'jadi', 'india', 'wallahu', 'a', '', 'lam']",-35,negative,-1
